Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
G07,mcrA_nirS_101023,EVA1,105.497596740723,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2109.95190429688,,,110.701347351074,100.316772460938,18503,1587,16916,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,11466.1009053048,4959.56086996155,5517.62599648641,,,,,108.149696350098,102.851470947266,,,,,,,,,,,,
G08,mcrA_nirS_101023,EVA1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.187329888343811,0,18817,0,18817,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,0,4048.08742761802,4048.08742761802,,,,,0.0855952948331833,0,,,,,,,,,,,,
G09,mcrA_nirS_101023,EVA1,19.4956588745117,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,389.913177490234,,,21.657506942749,17.3377723693848,19045,313,18732,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,12372.8981644993,4087.43137848533,4223.60103477424,,,,,20.5981464385986,18.3942012786865,,,,,,,,,,,,
H06,mcrA_nirS_101023,EVA1,0.14944052696228,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,2.98881053924561,,,0.478725045919418,0.0226390194147825,15746,2,15744,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,16894.4438476563,4268.1357752172,4269.73952322589,,,,,0.287316262722015,0.0648548528552055,,,,,,,,,,,,
H07,mcrA_nirS_101023,EVA1,43.8031806945801,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,876.063598632813,,,47.4305191040039,40.1869926452637,15377,562,14815,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,11664.9356294136,4616.09333267856,4873.71506453555,,,,,45.6524696350098,41.9568023681641,,,,,,,,,,,,
H08,mcrA_nirS_101023,EVA1,47.5246276855469,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,950.492553710938,,,51.3338088989258,43.7277412414551,15155,600,14555,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,12195.1174088542,4395.21331541795,4704.01849232734,,,,,49.4665489196777,45.5859069824219,,,,,,,,,,,,
H09,mcrA_nirS_101023,EVA1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.228276640176773,0,15442,0,15442,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,0,4046.36632480233,4046.36632480233,,,,,0.104303821921349,0,,,,,,,,,,,,
D05,mcrA_nirS_101023,EVA1,0,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,0,,,0.231758922338486,0,15210,0,15210,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,0,4335.07686188326,4335.07686188326,,,,,0.105894848704338,0,,,,,,,,,,,,
E05,mcrA_nirS_101023,EVA1,12.4168901443481,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,248.337799072266,,,14.3130674362183,10.5237646102905,15716,165,15551,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,10773.245555161,4984.23906026755,5045.0169981434,,,,,13.3839454650879,11.4506282806396,,,,,,,,,,,,
F05,mcrA_nirS_101023,EVA1,11.844596862793,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,236.891937255859,,,13.6424388885498,10.0494966506958,16671,167,16504,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,11188.4916641327,4769.9340784218,4834.23130815088,,,,,12.7615194320679,10.9283876419067,,,,,,,,,,,,
G05,mcrA_nirS_101023,EVA1,39.0839042663574,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,781.678100585938,,,42.4810638427734,35.6965255737305,15608,510,15098,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,11209.3421310126,5544.15780847034,5729.27082772306,,,,,40.8159255981445,37.3544311523438,,,,,,,,,,,,
H05,mcrA_nirS_101023,EVA1,4.71655893325806,Manual,DQ,Unknown,Unknown,QX200 ddPCR EvaGreen Supermix,EvaGreen,94.3311767578125,,,6.00646352767944,3.62674617767334,15246,61,15185,0,0,0,0,,,,,,,,,8000,,,,,,,,,,,,,,11613.9173043673,4542.05770149922,4570.35256151333,,,,,5.34528827667236,4.13942813873291,,,,,,,,,,,,
